Epoch 1: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 7.740
Epoch 83: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.097
Epoch 84: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.094
Epoch 85: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.094
Epoch 86: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.096
Epoch 87: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 88: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.093
Epoch 89: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.094
Epoch 90: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.093
Epoch 91: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 92: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 93: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 94: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 95: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.094
Epoch 96: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 97: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.094
Epoch 98: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 99: duration loss = 0.290 | prior loss = 1.207 | diffusion loss = 0.091
Epoch 100: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.095
Epoch 101: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.093
Epoch 102: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.093
Epoch 103: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.093
Epoch 104: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 105: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.095
Epoch 106: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.094
Epoch 107: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 108: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.094
Epoch 109: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 110: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.093
Epoch 111: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 112: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 113: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 114: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 115: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 116: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 117: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 118: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 119: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 120: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 121: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 122: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.093
Epoch 123: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 124: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.093
Epoch 125: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 126: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 127: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 128: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 129: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 130: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.093
Epoch 131: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 132: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 133: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 134: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.094
Epoch 135: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 136: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 137: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 138: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 139: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 140: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 141: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 142: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 143: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 144: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 145: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.093
Epoch 146: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 147: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 148: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 149: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 150: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 151: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 152: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 153: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 154: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 155: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 156: duration loss = 0.289 | prior loss = 1.205 | diffusion loss = 0.091
Epoch 157: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 158: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 159: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 160: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 161: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 162: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 163: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 164: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 165: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 166: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 167: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 168: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 169: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 170: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 171: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 172: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 173: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 174: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.093
Epoch 175: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 176: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 177: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 178: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 179: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 180: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 181: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 182: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.085
Epoch 183: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 184: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 185: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 186: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 187: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 188: duration loss = 0.289 | prior loss = 1.205 | diffusion loss = 0.091
Epoch 189: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 190: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 191: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 192: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 193: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 194: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 195: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 196: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 197: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 198: duration loss = 0.290 | prior loss = 1.207 | diffusion loss = 0.090
Epoch 199: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 200: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 201: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 202: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 203: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 204: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.092
Epoch 205: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 206: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 207: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 208: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 209: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 210: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 211: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 212: duration loss = 0.290 | prior loss = 1.207 | diffusion loss = 0.089
Epoch 213: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 214: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 215: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 216: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 217: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 218: duration loss = 0.289 | prior loss = 1.207 | diffusion loss = 0.089
Epoch 219: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 220: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 221: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 222: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 223: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 224: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 225: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 226: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 227: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 228: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 229: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 230: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 231: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 232: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 233: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 234: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 235: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 236: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 237: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 238: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.091
Epoch 239: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 240: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 241: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 242: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 243: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 244: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 245: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 246: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 247: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 248: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 249: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 250: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 251: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 252: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 253: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 254: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 255: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 256: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 257: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 258: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 259: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 260: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 261: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 262: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 263: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 264: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 265: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 266: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 267: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 268: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 269: duration loss = 0.290 | prior loss = 1.207 | diffusion loss = 0.086
Epoch 270: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 271: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 272: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 273: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.090
Epoch 274: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 275: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 276: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 277: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.085
Epoch 278: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 279: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 280: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 281: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 282: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 283: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 284: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 285: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 286: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 287: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 288: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 289: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 290: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.085
Epoch 291: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 292: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 293: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 294: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 295: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 296: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 297: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 298: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.085
Epoch 299: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.085
Epoch 300: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 301: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 302: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.085
Epoch 303: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 304: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 305: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 306: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 307: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.085
Epoch 308: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 309: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.085
Epoch 310: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.085
Epoch 311: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 312: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 313: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 314: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 315: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 316: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 317: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 318: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 319: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.089
Epoch 320: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 321: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.085
Epoch 322: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 323: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 324: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 325: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 326: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 327: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.088
Epoch 328: duration loss = 0.289 | prior loss = 1.207 | diffusion loss = 0.087
Epoch 329: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 330: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 331: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 332: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 333: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 334: duration loss = 0.289 | prior loss = 1.205 | diffusion loss = 0.088
Epoch 335: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.084
Epoch 336: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 337: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.084
Epoch 338: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.086
Epoch 339: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.087
Epoch 340: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.084
